"","region","year","vrp"
"1","Белгородская область",1998,18245.5
"2","Белгородская область",1999,32060.6
"3","Белгородская область",2000,42074.5
"4","Белгородская область",2001,49941.8
"5","Белгородская область",2002,62404.4
"6","Белгородская область",2003,76054.5
"7","Белгородская область",2004,114409.3
"8","Белгородская область",2005,144987.8
"9","Белгородская область",2006,178846.1
"10","Белгородская область",2007,237013.3
"11","Белгородская область",2008,317656.3
"12","Белгородская область",2009,304345.3
"13","Белгородская область",2010,398361.4
"14","Белгородская область",2011,507839.8
"15","Белгородская область",2012,545517.2
"16","Белгородская область",2013,569006.4
"17","Белгородская область",2014,619677.7
"18","Белгородская область",2015,693379.4
"19","Белгородская область",2016,778027.8
"20","Белгородская область",2017,837306.8
"21","Белгородская область",2018,911597.9
"22","Белгородская область",2019,955951.6
"23","Брянская область",1998,11051.3
"24","Брянская область",1999,16809.4
"25","Брянская область",2000,24650.5
"26","Брянская область",2001,30110.3
"27","Брянская область",2002,37374.1
"28","Брянская область",2003,43700.3
"29","Брянская область",2004,51003.4
"30","Брянская область",2005,66692.3
"31","Брянская область",2006,82100.4
"32","Брянская область",2007,102706.2
"33","Брянская область",2008,125834.4
"34","Брянская область",2009,126477.4
"35","Брянская область",2010,147024
"36","Брянская область",2011,174211.8
"37","Брянская область",2012,207397.5
"38","Брянская область",2013,219502.8
"39","Брянская область",2014,242722.4
"40","Брянская область",2015,271782.5
"41","Брянская область",2016,316489.4
"42","Брянская область",2017,341177.8
"43","Брянская область",2018,367157.1
"44","Брянская область",2019,397714.3
"45","Владимирская область",1998,14936.9
"46","Владимирская область",1999,24481
"47","Владимирская область",2000,33017.7
"48","Владимирская область",2001,42075.4
"49","Владимирская область",2002,50359.9
"50","Владимирская область",2003,61818.6
"51","Владимирская область",2004,74207
"52","Владимирская область",2005,86926.8
"53","Владимирская область",2006,112841.7
"54","Владимирская область",2007,146663
"55","Владимирская область",2008,175395.7
"56","Владимирская область",2009,185824.6
"57","Владимирская область",2010,224759.2
"58","Владимирская область",2011,261222.6
"59","Владимирская область",2012,286018.6
"60","Владимирская область",2013,306641.4
"61","Владимирская область",2014,328064.2
"62","Владимирская область",2015,368489.2
"63","Владимирская область",2016,431549.8
"64","Владимирская область",2017,449849.2
"65","Владимирская область",2018,480027.8
"66","Владимирская область",2019,537434.6
"67","Воронежская область",1998,22381.9
"68","Воронежская область",1999,36278.8
"69","Воронежская область",2000,49523.9
"70","Воронежская область",2001,60014.6
"71","Воронежская область",2002,83001.1
"72","Воронежская область",2003,100143.3
"73","Воронежская область",2004,117197.6
"74","Воронежская область",2005,133586.6
"75","Воронежская область",2006,166176.5
"76","Воронежская область",2007,222811.9
"77","Воронежская область",2008,287072.1
"78","Воронежская область",2009,301729.1
"79","Воронежская область",2010,346568.2
"80","Воронежская область",2011,474973.9
"81","Воронежская область",2012,563965.4
"82","Воронежская область",2013,611720.4
"83","Воронежская область",2014,717667.2
"84","Воронежская область",2015,805969.6
"85","Воронежская область",2016,827928.6
"86","Воронежская область",2017,873429.4
"87","Воронежская область",2018,951292.3
"88","Воронежская область",2019,1002597.7
"89","Ивановская область",1998,8278.4
"90","Ивановская область",1999,11743.6
"91","Ивановская область",2000,16900
"92","Ивановская область",2001,22175.9
"93","Ивановская область",2002,26981.3
"94","Ивановская область",2003,33214.6
"95","Ивановская область",2004,40159.4
"96","Ивановская область",2005,44415.4
"97","Ивановская область",2006,55090
"98","Ивановская область",2007,74752
"99","Ивановская область",2008,86980.3
"100","Ивановская область",2009,87061.9
"101","Ивановская область",2010,109884.5
"102","Ивановская область",2011,128905.4
"103","Ивановская область",2012,136115
"104","Ивановская область",2013,158228.7
"105","Ивановская область",2014,151876.8
"106","Ивановская область",2015,180517.5
"107","Ивановская область",2016,205818.6
"108","Ивановская область",2017,212464.7
"109","Ивановская область",2018,232493.6
"110","Ивановская область",2019,249755.8
"111","Калужская область",1998,10097.3
"112","Калужская область",1999,16009.8
"113","Калужская область",2000,23903.3
"114","Калужская область",2001,31860
"115","Калужская область",2002,37283.1
"116","Калужская область",2003,48792.7
"117","Калужская область",2004,57993.8
"118","Калужская область",2005,70953.9
"119","Калужская область",2006,86150.5
"120","Калужская область",2007,111869
"121","Калужская область",2008,150394.4
"122","Калужская область",2009,154946.1
"123","Калужская область",2010,188601.3
"124","Калужская область",2011,234749
"125","Калужская область",2012,285256.6
"126","Калужская область",2013,292841
"127","Калужская область",2014,326459.5
"128","Калужская область",2015,339760.8
"129","Калужская область",2016,409462.3
"130","Калужская область",2017,457052.5
"131","Калужская область",2018,507632.2
"132","Калужская область",2019,545109.4
"133","Костромская область",1998,8478.9
"134","Костромская область",1999,13363.6
"135","Костромская область",2000,16662.2
"136","Костромская область",2001,22221.5
"137","Костромская область",2002,25952.9
"138","Костромская область",2003,29692.1
"139","Костромская область",2004,37787.4
"140","Костромская область",2005,44684.7
"141","Костромская область",2006,54351.1
"142","Костромская область",2007,65700.4
"143","Костромская область",2008,81040.7
"144","Костромская область",2009,78920.7
"145","Костромская область",2010,98130.7
"146","Костромская область",2011,116629.8
"147","Костромская область",2012,130840.4
"148","Костромская область",2013,139015.9
"149","Костромская область",2014,146731.5
"150","Костромская область",2015,160579.8
"151","Костромская область",2016,170225.1
"152","Костромская область",2017,178485.6
"153","Костромская область",2018,191812.9
"154","Костромская область",2019,202926.1
"155","Курская область",1998,15507.9
"156","Курская область",1999,22033.9
"157","Курская область",2000,30167.7
"158","Курская область",2001,36399.8
"159","Курская область",2002,45309.4
"160","Курская область",2003,56383.1
"161","Курская область",2004,76506.1
"162","Курская область",2005,86624.9
"163","Курская область",2006,104035.7
"164","Курская область",2007,128799
"165","Курская область",2008,167865.8
"166","Курская область",2009,161570.9
"167","Курская область",2010,193648.6
"168","Курская область",2011,228851.4
"169","Курская область",2012,248213.1
"170","Курская область",2013,271542.5
"171","Курская область",2014,298287.3
"172","Курская область",2015,336999.4
"173","Курская область",2016,379011.3
"174","Курская область",2017,404759.8
"175","Курская область",2018,451000.5
"176","Курская область",2019,496699.4
"177","Липецкая область",1998,16400.5
"178","Липецкая область",1999,31008.7
"179","Липецкая область",2000,48067.7
"180","Липецкая область",2001,50574.1
"181","Липецкая область",2002,70590.5
"182","Липецкая область",2003,96241.9
"183","Липецкая область",2004,141778.3
"184","Липецкая область",2005,145194.4
"185","Липецкая область",2006,179057.3
"186","Липецкая область",2007,209821.5
"187","Липецкая область",2008,259532.2
"188","Липецкая область",2009,226662
"189","Липецкая область",2010,248544.9
"190","Липецкая область",2011,287816.8
"191","Липецкая область",2012,293301.3
"192","Липецкая область",2013,315685.4
"193","Липецкая область",2014,398464.5
"194","Липецкая область",2015,448994.3
"195","Липецкая область",2016,501263.5
"196","Липецкая область",2017,522266.2
"197","Липецкая область",2018,604396.2
"198","Липецкая область",2019,570380
"199","Московская область",1998,82056.8
"200","Московская область",1999,131178.3
"201","Московская область",2000,176693.6
"202","Московская область",2001,235159.6
"203","Московская область",2002,312950
"204","Московская область",2003,412089.3
"205","Московская область",2004,535204.4
"206","Московская область",2005,708062.1
"207","Московская область",2006,934328.9
"208","Московская область",2007,1295649.9
"209","Московская область",2008,1645753
"210","Московская область",2009,1519446.3
"211","Московская область",2010,1832867.3
"212","Московская область",2011,2176795.3
"213","Московская область",2012,2357081.9
"214","Московская область",2013,2545951.5
"215","Московская область",2014,2742886.1
"216","Московская область",2015,3180924.6
"217","Московская область",2016,4206506
"218","Московская область",2017,4290261.2
"219","Московская область",2018,4644635
"220","Московская область",2019,5128439.1
"221","Орловская область",1998,9506.9
"222","Орловская область",1999,15800
"223","Орловская область",2000,22160.8
"224","Орловская область",2001,27624.8
"225","Орловская область",2002,35657.4
"226","Орловская область",2003,42073.3
"227","Орловская область",2004,46042.3
"228","Орловская область",2005,53181.9
"229","Орловская область",2006,64801.6
"230","Орловская область",2007,77101.2
"231","Орловская область",2008,96669.9
"232","Орловская область",2009,90623.6
"233","Орловская область",2010,106196.7
"234","Орловская область",2011,131198.2
"235","Орловская область",2012,146103.2
"236","Орловская область",2013,164797
"237","Орловская область",2014,178822.5
"238","Орловская область",2015,208237.9
"239","Орловская область",2016,228583.1
"240","Орловская область",2017,231118.4
"241","Орловская область",2018,247105.5
"242","Орловская область",2019,265672.7
"243","Рязанская область",1998,12943.8
"244","Рязанская область",1999,20108.1
"245","Рязанская область",2000,27956.5
"246","Рязанская область",2001,37054.3
"247","Рязанская область",2002,45797.5
"248","Рязанская область",2003,59607.2
"249","Рязанская область",2004,69996
"250","Рязанская область",2005,84382.7
"251","Рязанская область",2006,105491.9
"252","Рязанская область",2007,121305.2
"253","Рязанская область",2008,150151.2
"254","Рязанская область",2009,153634.1
"255","Рязанская область",2010,179127.9
"256","Рязанская область",2011,214142.6
"257","Рязанская область",2012,253881.6
"258","Рязанская область",2013,279286.5
"259","Рязанская область",2014,295611.7
"260","Рязанская область",2015,323131.8
"261","Рязанская область",2016,366211.3
"262","Рязанская область",2017,395276.9
"263","Рязанская область",2018,416183.2
"264","Рязанская область",2019,436043.2
"265","Смоленская область",1998,11630.9
"266","Смоленская область",1999,20564.9
"267","Смоленская область",2000,28140.6
"268","Смоленская область",2001,36016.3
"269","Смоленская область",2002,42166.1
"270","Смоленская область",2003,49085.7
"271","Смоленская область",2004,56113.9
"272","Смоленская область",2005,65525.6
"273","Смоленская область",2006,79043.4
"274","Смоленская область",2007,95703.4
"275","Смоленская область",2008,121601.3
"276","Смоленская область",2009,125348.9
"277","Смоленская область",2010,154681.1
"278","Смоленская область",2011,180811.5
"279","Смоленская область",2012,201817
"280","Смоленская область",2013,225887.1
"281","Смоленская область",2014,234710.1
"282","Смоленская область",2015,256706.8
"283","Смоленская область",2016,283725.5
"284","Смоленская область",2017,313615.8
"285","Смоленская область",2018,335059.9
"286","Смоленская область",2019,348061.5
"287","Тамбовская область",1998,9871.3
"288","Тамбовская область",1999,16750.9
"289","Тамбовская область",2000,23387.3
"290","Тамбовская область",2001,31086.6
"291","Тамбовская область",2002,38897.8
"292","Тамбовская область",2003,46877.7
"293","Тамбовская область",2004,56775
"294","Тамбовская область",2005,63614.8
"295","Тамбовская область",2006,79766.2
"296","Тамбовская область",2007,106039.6
"297","Тамбовская область",2008,120836
"298","Тамбовская область",2009,136323.9
"299","Тамбовская область",2010,143902.4
"300","Тамбовская область",2011,173283.1
"301","Тамбовская область",2012,203331.5
"302","Тамбовская область",2013,236335.9
"303","Тамбовская область",2014,285656.5
"304","Тамбовская область",2015,317213.7
"305","Тамбовская область",2016,320623.4
"306","Тамбовская область",2017,320572.4
"307","Тамбовская область",2018,352202.6
"308","Тамбовская область",2019,354301.8
"309","Тверская область",1998,16784
"310","Тверская область",1999,25703.4
"311","Тверская область",2000,35341.1
"312","Тверская область",2001,46986.4
"313","Тверская область",2002,55732.6
"314","Тверская область",2003,68805.3
"315","Тверская область",2004,88081.5
"316","Тверская область",2005,96897.4
"317","Тверская область",2006,127363.8
"318","Тверская область",2007,156034.6
"319","Тверская область",2008,192283
"320","Тверская область",2009,197687
"321","Тверская область",2010,219004.9
"322","Тверская область",2011,255073
"323","Тверская область",2012,268063.9
"324","Тверская область",2013,298669.2
"325","Тверская область",2014,316613.2
"326","Тверская область",2015,329616
"327","Тверская область",2016,397438.9
"328","Тверская область",2017,420671.5
"329","Тверская область",2018,471065.5
"330","Тверская область",2019,485166.6
"331","Тульская область",1998,17890.5
"332","Тульская область",1999,28602.2
"333","Тульская область",2000,42061.3
"334","Тульская область",2001,52891.2
"335","Тульская область",2002,65416.3
"336","Тульская область",2003,72258
"337","Тульская область",2004,88119.6
"338","Тульская область",2005,116221.2
"339","Тульская область",2006,142240.1
"340","Тульская область",2007,174110.9
"341","Тульская область",2008,231730.8
"342","Тульская область",2009,214925.4
"343","Тульская область",2010,237629.2
"344","Тульская область",2011,279879.3
"345","Тульская область",2012,311240.3
"346","Тульская область",2013,348034.8
"347","Тульская область",2014,411122.3
"348","Тульская область",2015,477537.8
"349","Тульская область",2016,552308.4
"350","Тульская область",2017,594407.6
"351","Тульская область",2018,666763
"352","Тульская область",2019,681612.3
"353","Ярославская область",1998,19811.3
"354","Ярославская область",1999,33337.4
"355","Ярославская область",2000,41756.2
"356","Ярославская область",2001,61149.6
"357","Ярославская область",2002,75313.4
"358","Ярославская область",2003,92073.4
"359","Ярославская область",2004,112438.7
"360","Ярославская область",2005,131252.1
"361","Ярославская область",2006,153251.5
"362","Ярославская область",2007,186577.5
"363","Ярославская область",2008,214946.3
"364","Ярославская область",2009,212684.4
"365","Ярославская область",2010,239644
"366","Ярославская область",2011,286967.5
"367","Ярославская область",2012,327279.6
"368","Ярославская область",2013,362861.8
"369","Ярославская область",2014,391462.8
"370","Ярославская область",2015,443054.1
"371","Ярославская область",2016,498880.3
"372","Ярославская область",2017,534549.7
"373","Ярославская область",2018,583605.3
"374","Ярославская область",2019,606820.7
"375","г.Москва",1998,328497.9
"376","г.Москва",1999,695059.8
"377","г.Москва",2000,1159034
"378","г.Москва",2001,1370182.8
"379","г.Москва",2002,1767476.7
"380","г.Москва",2003,2188231.5
"381","г.Москва",2004,2853272.4
"382","г.Москва",2005,4135154.6
"383","г.Москва",2006,5260232.8
"384","г.Москва",2007,6696259.1
"385","г.Москва",2008,8248652
"386","г.Москва",2009,7126972.4
"387","г.Москва",2010,8375863.8
"388","г.Москва",2011,9948772.8
"389","г.Москва",2012,10666870.5
"390","г.Москва",2013,11814897.4
"391","г.Москва",2014,12779525.7
"392","г.Москва",2015,13520862.9
"393","г.Москва",2016,15121534.2
"394","г.Москва",2017,16538189.5
"395","г.Москва",2018,18777726
"396","г.Москва",2019,19673004
"397","Республика Карелия",1998,11241.6
"398","Республика Карелия",1999,20040.4
"399","Республика Карелия",2000,28214.6
"400","Республика Карелия",2001,33721.2
"401","Республика Карелия",2002,41362.4
"402","Республика Карелия",2003,46588.9
"403","Республика Карелия",2004,53964.1
"404","Республика Карелия",2005,77124.8
"405","Республика Карелия",2006,84228.3
"406","Республика Карелия",2007,104603.3
"407","Республика Карелия",2008,115208.2
"408","Республика Карелия",2009,105924.1
"409","Республика Карелия",2010,120511.3
"410","Республика Карелия",2011,154953.7
"411","Республика Карелия",2012,160841.5
"412","Республика Карелия",2013,178636.2
"413","Республика Карелия",2014,191192.1
"414","Республика Карелия",2015,212049.5
"415","Республика Карелия",2016,248140.4
"416","Республика Карелия",2017,270802.5
"417","Республика Карелия",2018,300977.1
"418","Республика Карелия",2019,325184.7
"419","Республика Коми",1998,29127.5
"420","Республика Коми",1999,43810.6
"421","Республика Коми",2000,59473.1
"422","Республика Коми",2001,78276.5
"423","Республика Коми",2002,86019.4
"424","Республика Коми",2003,107149
"425","Республика Коми",2004,131588
"426","Республика Коми",2005,171307.2
"427","Республика Коми",2006,218490.7
"428","Республика Коми",2007,241150.5
"429","Республика Коми",2008,291812.1
"430","Республика Коми",2009,302629.2
"431","Республика Коми",2010,353853
"432","Республика Коми",2011,435959.3
"433","Республика Коми",2012,479051.3
"434","Республика Коми",2013,482329.9
"435","Республика Коми",2014,484166.5
"436","Республика Коми",2015,528403.4
"437","Республика Коми",2016,578649.1
"438","Республика Коми",2017,608574.5
"439","Республика Коми",2018,696242.2
"440","Республика Коми",2019,720665.3
"441","Архангельская область",1998,22435.5
"442","Архангельская область",1999,35928.4
"443","Архангельская область",2000,61806.9
"444","Архангельская область",2001,67274.7
"445","Архангельская область",2002,83158.8
"446","Архангельская область",2003,103951.3
"447","Архангельская область",2004,142564.7
"448","Архангельская область",2005,166433.4
"449","Архангельская область",2006,215932.7
"450","Архангельская область",2007,268672.1
"451","Архангельская область",2008,289755.9
"452","Архангельская область",2009,323606.8
"453","Архангельская область",2010,372804.8
"454","Архангельская область",2011,439116.8
"455","Архангельская область",2012,472470.9
"456","Архангельская область",2013,500095.1
"457","Архангельская область",2014,542695.3
"458","Архангельская область",2015,627698.1
"459","Архангельская область",2016,713043.9
"460","Архангельская область",2017,759206.5
"461","Архангельская область",2018,865723.3
"462","Архангельская область",2019,890166.5
"463","в т.ч. Ненецкий авт. округ",1998,NA
"464","в т.ч. Ненецкий авт. округ",1999,NA
"465","в т.ч. Ненецкий авт. округ",2000,11924
"466","в т.ч. Ненецкий авт. округ",2001,11883.5
"467","в т.ч. Ненецкий авт. округ",2002,16480.8
"468","в т.ч. Ненецкий авт. округ",2003,25040.6
"469","в т.ч. Ненецкий авт. округ",2004,39586.7
"470","в т.ч. Ненецкий авт. округ",2005,44718.3
"471","в т.ч. Ненецкий авт. округ",2006,67248.4
"472","в т.ч. Ненецкий авт. округ",2007,97838.3
"473","в т.ч. Ненецкий авт. округ",2008,91476.4
"474","в т.ч. Ненецкий авт. округ",2009,130177.7
"475","в т.ч. Ненецкий авт. округ",2010,145928.3
"476","в т.ч. Ненецкий авт. округ",2011,165431.3
"477","в т.ч. Ненецкий авт. округ",2012,157067.1
"478","в т.ч. Ненецкий авт. округ",2013,173170.2
"479","в т.ч. Ненецкий авт. округ",2014,187009.8
"480","в т.ч. Ненецкий авт. округ",2015,227193.5
"481","в т.ч. Ненецкий авт. округ",2016,261772.5
"482","в т.ч. Ненецкий авт. округ",2017,265790.9
"483","в т.ч. Ненецкий авт. округ",2018,320405.7
"484","в т.ч. Ненецкий авт. округ",2019,331115.4
"485","Архангельская область без Ненецкого авт.округа",1998,NA
"486","Архангельская область без Ненецкого авт.округа",1999,NA
"487","Архангельская область без Ненецкого авт.округа",2000,NA
"488","Архангельская область без Ненецкого авт.округа",2001,NA
"489","Архангельская область без Ненецкого авт.округа",2002,NA
"490","Архангельская область без Ненецкого авт.округа",2003,NA
"491","Архангельская область без Ненецкого авт.округа",2004,NA
"492","Архангельская область без Ненецкого авт.округа",2005,NA
"493","Архангельская область без Ненецкого авт.округа",2006,NA
"494","Архангельская область без Ненецкого авт.округа",2007,NA
"495","Архангельская область без Ненецкого авт.округа",2008,NA
"496","Архангельская область без Ненецкого авт.округа",2009,NA
"497","Архангельская область без Ненецкого авт.округа",2010,NA
"498","Архангельская область без Ненецкого авт.округа",2011,273685.5
"499","Архангельская область без Ненецкого авт.округа",2012,315403.8
"500","Архангельская область без Ненецкого авт.округа",2013,326924.9
"501","Архангельская область без Ненецкого авт.округа",2014,355685.5
"502","Архангельская область без Ненецкого авт.округа",2015,400504.6
"503","Архангельская область без Ненецкого авт.округа",2016,451271.4
"504","Архангельская область без Ненецкого авт.округа",2017,493415.6
"505","Архангельская область без Ненецкого авт.округа",2018,545317.6
"506","Архангельская область без Ненецкого авт.округа",2019,559051.1
"507","Вологодская область",1998,23748.4
"508","Вологодская область",1999,44974.4
"509","Вологодская область",2000,69195.5
"510","Вологодская область",2001,65425.3
"511","Вологодская область",2002,80731.9
"512","Вологодская область",2003,107544.6
"513","Вологодская область",2004,161378.6
"514","Вологодская область",2005,193966.1
"515","Вологодская область",2006,201939.2
"516","Вологодская область",2007,243336.3
"517","Вологодская область",2008,294926.2
"518","Вологодская область",2009,213396.9
"519","Вологодская область",2010,262432.7
"520","Вологодская область",2011,323067.9
"521","Вологодская область",2012,355291.3
"522","Вологодская область",2013,346227.6
"523","Вологодская область",2014,387211.7
"524","Вологодская область",2015,478893
"525","Вологодская область",2016,509931.7
"526","Вологодская область",2017,542663.4
"527","Вологодская область",2018,615647.7
"528","Вологодская область",2019,630137.7
"529","Калининградская область",1998,8405.8
"530","Калининградская область",1999,15619.6
"531","Калининградская область",2000,23290.3
"532","Калининградская область",2001,32327.2
"533","Калининградская область",2002,40120.3
"534","Калининградская область",2003,46757.7
"535","Калининградская область",2004,66552.1
"536","Калининградская область",2005,81837.6
"537","Калининградская область",2006,103138.7
"538","Калининградская область",2007,143927.7
"539","Калининградская область",2008,179266.7
"540","Калининградская область",2009,169519.6
"541","Калининградская область",2010,195749.1
"542","Калининградская область",2011,241004.8
"543","Калининградская область",2012,265361.2
"544","Калининградская область",2013,275885.8
"545","Калининградская область",2014,314088.3
"546","Калининградская область",2015,349818.6
"547","Калининградская область",2016,417094.9
"548","Калининградская область",2017,446677.6
"549","Калининградская область",2018,493302.4
"550","Калининградская область",2019,519724.5
"551","Ленинградская область",1998,21515.9
"552","Ленинградская область",1999,39742.8
"553","Ленинградская область",2000,56001.9
"554","Ленинградская область",2001,75858.6
"555","Ленинградская область",2002,94747
"556","Ленинградская область",2003,121222.3
"557","Ленинградская область",2004,166445
"558","Ленинградская область",2005,205416.9
"559","Ленинградская область",2006,265260.4
"560","Ленинградская область",2007,309028.6
"561","Ленинградская область",2008,383255.4
"562","Ленинградская область",2009,430395.5
"563","Ленинградская область",2010,490303.7
"564","Ленинградская область",2011,581712
"565","Ленинградская область",2012,672066.9
"566","Ленинградская область",2013,678718.3
"567","Ленинградская область",2014,703325.6
"568","Ленинградская область",2015,849616.6
"569","Ленинградская область",2016,953668.3
"570","Ленинградская область",2017,1002543.3
"571","Ленинградская область",2018,1147644.4
"572","Ленинградская область",2019,1224514.1
"573","Мурманская область",1998,22675.9
"574","Мурманская область",1999,40973.5
"575","Мурманская область",2000,55135
"576","Мурманская область",2001,57569.3
"577","Мурманская область",2002,68445.4
"578","Мурманская область",2003,80604.1
"579","Мурманская область",2004,124972
"580","Мурманская область",2005,132870.2
"581","Мурманская область",2006,158127
"582","Мурманская область",2007,191584.6
"583","Мурманская область",2008,213733.5
"584","Мурманская область",2009,202235.5
"585","Мурманская область",2010,233438.9
"586","Мурманская область",2011,263811.7
"587","Мурманская область",2012,283846.2
"588","Мурманская область",2013,306578.7
"589","Мурманская область",2014,328291.8
"590","Мурманская область",2015,401582.7
"591","Мурманская область",2016,467006.5
"592","Мурманская область",2017,479352.8
"593","Мурманская область",2018,521051.5
"594","Мурманская область",2019,616909
"595","Новгородская область",1998,9361
"596","Новгородская область",1999,15726.4
"597","Новгородская область",2000,20965.5
"598","Новгородская область",2001,27501
"599","Новгородская область",2002,31466.8
"600","Новгородская область",2003,38081.7
"601","Новгородская область",2004,49242.3
"602","Новгородская область",2005,63848.3
"603","Новгородская область",2006,74923.8
"604","Новгородская область",2007,86664.9
"605","Новгородская область",2008,115141.3
"606","Новгородская область",2009,117710
"607","Новгородская область",2010,127407.8
"608","Новгородская область",2011,153419.7
"609","Новгородская область",2012,170605.7
"610","Новгородская область",2013,178818.1
"611","Новгородская область",2014,209304.4
"612","Новгородская область",2015,234075.7
"613","Новгородская область",2016,253056.8
"614","Новгородская область",2017,256165.8
"615","Новгородская область",2018,259255.8
"616","Новгородская область",2019,273543.5
"617","Псковская область",1998,6161.2
"618","Псковская область",1999,11142.4
"619","Псковская область",2000,16178.9
